,Property ID,URL,Property Type,Address,City,State,ZIP Code,Country Code,Latitude,Longitude,Rental ID,Max Beds,Max Baths,Max Square Feet,Max Rent Price,Description
17,2083185,/WA/Auburn/630-M-St-NE-98002/home/2083185,4,630 M St NE,Auburn,WA,98002,1,47.3141786,-122.213105,318f56f2-411c-4906-b1fa-ca94eeae86ed,2,1.5,900.0,1700.0,
18,2075299,/WA/Auburn/2952-O-St-SE-98002/home/2075299,4,2952 O St SE,Auburn,WA,98002,1,47.2820234,-122.2103478,69093032-79be-4f7c-83ef-1c8e918f19dc,2,1.0,1051.0,1625.0,
19,190786502,/WA/Auburn/2302-N-St-NE-98002/home/190786502,4,2302 N St NE,Auburn,WA,98002,1,47.3275407,-122.2128845,50fba2b2-4240-45f9-9cab-5209f250ddae,2,1.0,1000.0,1650.0,"Newly renovated, bottom floor of 4-plex, tankless water heater, attached one car garage for storage, led ceiling lights, fully fenced yard for dog, walking distance to middle school, 3 parks and river"
20,2092699,/WA/Auburn/111-10th-St-SE-98002/apartment/2092699,5,111 10th St SE,Auburn,WA,98002,1,47.2990287,-122.2281136,945922c6-16d9-432f-87a3-7c8bc33de420,1,1.0,600.0,1295.0,
21,2096309,/WA/Auburn/1526-31st-St-SE-98002/home/2096309,4,1526 31st St SE,Auburn,WA,98002,1,47.2802582,-122.2082344,d68cf84c-fb31-4aef-8ccf-7531acf70b36,2,1.5,1250.0,1895.0,
22,190578685,/WA/Auburn/329-E-Main-St-98002/apartment/190578685,5,329 E Main St,Auburn,WA,98002,1,47.3076829,-122.22496,075059ee-73ba-4efb-afc2-5898ac6a04a6,0,1.5,1440.0,2000.0,Step into this prime rental opportunity on downtown Auburn's Main Street. The ground floor hosts a retail space currently used by a thriving tenant expanding to larger premises. It features a convenie
23,2087358,/WA/Auburn/1518-31st-St-SE-98002/home/2087358,4,1518 31st St SE,Auburn,WA,98002,1,47.2802627,-122.2085358,4e781651-325a-4d71-a19b-1d733a43f4bc,2,1.5,1188.0,1995.0,
24,2061135,/WA/Auburn/2220-O-St-NE-98002/home/2061135,4,2220 O St NE,Auburn,WA,98002,1,47.3272924,-122.2111014,e32b4229-a8e8-4925-bd5a-45504a376aa7,3,1.0,1100.0,2295.0,Huge beautiful river front unit with territorial view. Private fenced yard and an attached garage. Washer/Dryer in unit and ceiling fan in dining area. Water/Sewer/Garbage included in rent. This is a 
25,217889,/WA/Auburn/525-M-St-NE-98002/home/217889,6,525 M St NE,Auburn,WA,98002,1,47.3130728,-122.2137979,a3eaa9f2-5e4d-4519-acc9-0218483211e6,1,1.0,610.0,1800.0,"Property Id: 1011640 Great Opportunity to rent a Single Family Home zoned for Commercial and Residential, with spacious fully fenced yard, Detached garage for storage, Private large lot with plenty of"
26,188529675,/WA/Auburn/1268-E-Main-St-98002/apartment/188529675,5,1268 E Main St,Auburn,WA,98002,1,47.3078506,-122.2124349,c15409fa-c462-4dfc-845c-a70991438f68,0,3.0,6500.0,13500.0,"Great opportunity in Downtown Auburn. Suitable for dental/medical office (prior use), salon/spa and/or general offices...multiple use possibilities, subdividable space (800-6500 sq ft), lots of on sit"
27,190427700,/WA/Federal-Way/Trouve-Apartments/apartment/190427700,5,34816 1st Ave S,Federal Way,WA,98003,1,47.2893381,-122.3342774,35ea9c99-a3f0-4d25-9d2d-42589ce6805e,2,2.0,919.0,2955.0,"Trouve is a brand new apartment community coming to the Federal Way neighborhood in the winter of 2023. Located on the corner of 348th St and 1st Ave, Trouve is 1 mile from I-5, making this a perfect "
28,191056578,/WA/Federal-Way/2014-S-308th-St-98003/unit-2/home/191056578,6,2014 S 308th St Unit 2,Federal Way,WA,98003,1,47.3263661,-122.3073317,b32564ae-8883-4a09-8f90-56fde085ffd7,2,2.0,,1100.0,Property Id: 1085337 Large room with a private bath in a 2 bedrooms home. The home is on Steel Lake and only 5mins walk to Steel Lake park. Designated parking spot on the drive way. Shared living spac
29,2068601,/WA/Federal-Way/Celebration-Park/apartment/2068601,5,32205 11th Pl S,Federal Way,WA,98003,1,47.3127937,-122.3194531,4ec4e63e-5a4b-4084-894a-e56b41b216d3,2,1.5,,1900.0,"At Celebration Park Apartments, we believe that home is where the heart is, and we've created the perfect place for you to call home. Nestled in the vibrant and picturesque city of Federal Way, Washin"
30,2076072,/WA/Federal-Way/Westhampton/apartment/2076072,5,333 S 320th St,Federal Way,WA,98003,1,47.3125241,-122.3301482,96e4f50a-7861-4f20-92dc-ed555e99c3d6,1,1.0,698.0,1725.0,"At Westhampton apartment homes you'll find style, charm and comfort all tucked away but still close to schools, shopping, highway access and business, we're ideally located for your living needs. The "
31,2068954,/WA/Federal-Way/Soundview/apartment/2068954,5,28425 18th Ave S,Federal Way,WA,98003,1,47.3461681,-122.3118162,a7114583-a9b7-4245-9777-daa0f6c96e9b,1,1.0,710.0,1664.0,"Welcome home to Soundview Apartment Homes! As our name suggests, we are an apartment community that offers spectacular views of the Puget Sound. When you're seeking an apartment in Federal Way, WA, be"
32,2068137,/WA/Federal-Way/Enchanted-Woods-Apartments/apartment/2068137,5,2020 S 360th St,Federal Way,WA,98003,1,47.2823181,-122.3075459,400d868b-0bdb-40ec-bf33-a55871441f35,3,2.0,1290.0,2308.0,"Welcome to Enchanted Woods, newly remodeled apartment homes in Federal Way, Washington. We are perfectly situated near five major shopping areas, schools and major freeways. Enchanted Woods is proud t"
33,2080329,/WA/Federal-Way/Evergreen-Apartment-Homes/apartment/2080329,5,35929 21st Pl S,Federal Way,WA,98003,1,47.2792994,-122.306703,592dd861-f59c-44d7-8a43-cfee0d4b29c9,2,2.0,1200.0,2828.0,Evergreen Apartment Homes are a unique garden-style apartment community featuring large townhouse-style units and a lush country-club setting with beautifully maintained grounds. Seclusion is truly de
34,2085531,/WA/Federal-Way/Crosspointe/apartment/2085531,5,35810 16th Ave S,Federal Way,WA,98003,1,47.3156885,-122.3198934,f758b1d4-aadf-48b2-9d25-dd552be5783a,2,2.0,980.0,1925.0,"Tucked away in the Kitts Corner neighborhood in Federal Way, WA experience the peace and privacy of quiet residential living. Located just off Enchanted Parkway S, Crosspointe Apartments is just minut"
35,2075011,/WA/Federal-Way/Tree-Pointe/apartment/2075011,5,1811 S 308th Ct,Federal Way,WA,98003,1,47.325124,-122.309892,29814c55-fbcb-4bfa-aca4-ab4195692c39,1,1.0,750.0,1395.0,"If you're looking for Federal Way apartments, look no further than Treepointe, where we combine an excellent location with quality amenities and stylish floor plans. Our renovated one and two bedroom "
36,2091405,/WA/Federal-Way/1800-S-330th-St-98003/apartment/2091405,5,1800 S 330th St,Federal Way,WA,98003,1,47.306792,-122.3103826,17e301e8-5261-433d-bec2-a80f1133f59b,0,1.0,442.0,1395.0,
37,205461,/WA/Federal-Way/2014-S-308th-St-98003/home/205461,6,2014 S 308th St,Federal Way,WA,98003,1,47.3263661,-122.3073317,3cc7048b-4969-487a-83d4-24c81356dd45,2,1.5,1320.0,2600.0,"Property Id: 1491340 Amazing Steel Lake water front duplex-upper floor unit!! Featuring 2 Bedrooms, 1.75 Baths, 1,320 sqft on 0.31 of an Acre of Waterfront!! This upper floor unit features a Large kit"
38,2084172,/WA/Federal-Way/33-S-342nd-Pl-98003/home/2084172,5,33 S 342nd Pl,Federal Way,WA,98003,1,47.2949611,-122.3333988,9af0ea41-b3cb-4ee7-969a-00ef7aa9a42f,2,2.0,1050.0,1900.0,"Come home to Panther Lake Apartments in Federal Way, WA. You'll find this community on S. 342nd Pl in Federal Way. The leasing staff is available to help you find the best floor plan for your lifestyl"
39,189467592,/WA/Federal-Way/33006-17th-Pl-S-98003/unit-A/home/189467592,6,33006 17th Pl S Unit A,Federal Way,WA,98003,1,47.3044835,-122.3104509,092862cf-3760-4940-923d-3f565c7829e7,3,3.0,2223.0,2275.0,
40,2073852,/WA/Federal-Way/163-S-340th-St-98003/home/2073852,4,163 S 340th St,Federal Way,WA,98003,1,47.2971324,-122.3310607,7286e3e5-b0f7-4253-b841-dedf4c05a122,2,1.5,1050.0,1900.0,"Discover the feeling of home at Campus View Apartments. Featuring stylish floor plans and large apartment homes, Campus View Apartments is an affordable, 168-unit community tailored for convenient and"
41,2080241,/WA/Federal-Way/Redondo/apartment/2080241,5,30323 15th Ct S,Federal Way,WA,98003,1,47.3302335,-122.315117,bd0a44b4-6878-4fab-bada-419b3459ec7c,2,1.5,1135.0,2195.0,"Available for pre-lease NOW!  <BR><BR>Welcome to your new home! Fully renovated unit will be ready Conveniently located next to Federal Way High School, these spacious town homes have been newly remod"
42,2073860,/WA/Federal-Way/Bayview-Apartment-Homes/apartment/2073860,5,30911 1st Ave S,Federal Way,WA,98003,1,47.3247715,-122.3356031,29dc68d9-5577-4499-abee-d328d7cb6b9f,2,1.0,860.0,1880.0,"At Bayview Apartment Homes, service and convenience are our specialties. We are situated between Tacoma and Seattle near Federal Way, and all Greater King County is within easy reach. We offer studio,"
43,352156,/WA/Federal-Way/31020-9th-Ave-S-98003/home/352156,13,31020 9th Ave S,Federal Way,WA,98003,1,47.3236158,-122.322177,b7656212-876f-49af-9161-981853f734cf,3,2.5,1870.0,2650.0,"Nestled in an exquisite Birchwood neighborhood close to schools, shops, and dining, this 2-story townhome shines with a living room adorned by a cozy fireplace, a spacious kitchen with a pass-through "
44,2073278,/WA/Federal-Way/28606-Pacific-Hwy-S-98003/apartment/2073278,5,28606 Pacific Hwy S,Federal Way,WA,98003,1,47.3456479,-122.3114195,a327acdc-fde3-42af-9ed9-b41e2fc3f790,2,1.0,895.0,1429.0,"Welcome to Blue Ridge, located in the beautiful city of Federal Way, WA. Our apartments offer a range of amenities to enhance your living experience. Enjoy the convenience of shared laundry facilities"
45,2061501,/WA/Bellevue/Excalibur/apartment/2061501,5,123 112th Ave NE,Bellevue,WA,98004,1,47.611399,-122.1911862,4559e433-5f12-4cd1-bc5b-83e400b35c53,1,1.0,688.0,2346.0,"Step into our downtown Bellevue apartments and see the studio, one-, or two-bedroom layouts that exude spaciousness and adaptability. While experiencing your newfound bliss, notice the variety of inte"
46,106760111,/WA/Bellevue/The-Meyden/apartment/106760111,5,10333 Main St,Bellevue,WA,98004,1,47.6099677,-122.2024451,5bf9fde6-be33-4d57-b22c-98add170583c,2,2.0,1042.0,3977.0,"Live, work, laugh and play in downtown Bellevue Main Street<BR><BR>Located at the corner of Bellevue Way and Main Street, The Meyden in the heart of Bellevue with shopping, entertainment, and parks ju"
47,2067894,/WA/Bellevue/The-Regent-at-Bellevue-Way/apartment/2067894,5,10600 NE 29th St,Bellevue,WA,98004,1,47.6372,-122.198853,2fa03d27-6923-421e-989c-e54e75960260,1,1.0,974.0,2969.0,"Conveniently located near WA-520 and Interstate-405, The Regent at Bellevue Way offers one-, two-, and three- bedroom floorplans that are designed in a thoughtful and elegant style for you to call hom"
48,177354826,/WA/Bellevue/Two-Lincoln-Tower/apartment/177354826,5,10485 NE 6th St,Bellevue,WA,98004,1,47.6153885,-122.2005874,682ae66c-d81a-401e-87bf-7d4e68016927,3,3.5,3759.0,24500.0,Two Lincoln Tower is the perfect home for those who want to live life differently. For those who know who they are. Who they were. Who others wanted them to be. Who can let go of others' dreams and em
49,2069674,/WA/Bellevue/Cedar-Terrace-Apartments/apartment/2069674,5,3205 115th Ave NE,Bellevue,WA,98004,1,47.640518,-122.188721,ee16a6e8-924a-40f3-9bbb-d308dc09a8e7,2,1.0,986.0,2381.0,"We offer Self-Guided Tours by Appointment Only. Experience life made easy at Cedar Terrace apartments in Bellevue, WA. Our 1-, 2-, and 3-bedroom floor plans are thoughtfully laid out to fit your lifes"
50,17073246,/WA/Bellevue/602-Bellevue-Way-SE-98004/home/17073246,13,602 Bellevue Way SE,Bellevue,WA,98004,1,47.6041048,-122.2009749,8e98d754-93b2-4dad-9f58-b3dd2b7121fa,3,3.0,2000.0,5000.0,"Property Id: 1295822 Luxurious detached townhome in downtown Bellevue with lovely private backyard, 3 bedrooms, tall ceilings-skylights-2 car fully finished attached garage; Spacious and lovely beauti"
51,2081055,/WA/Bellevue/Courtyard-Off-Main/apartment/2081055,5,136 102nd Ave SE,Bellevue,WA,98004,1,47.6094401,-122.2034491,cb8388b2-b44d-4008-8bb5-5533f12cfa29,1,1.0,699.0,2312.0,"We offer Self-Guided Tours by Appointment Only. Nestled between the picturesque neighborhoods of Old and New Bellevue, Courtyard Off Main apartments offer a serene retreat with the city accessibility "
52,2079255,/WA/Bellevue/Ashton-Bellevue/apartment/2079255,5,10710 NE 10th St,Bellevue,WA,98004,1,47.6197505,-122.1968968,220f4a46-dc28-4520-9be2-1bc4af77d82b,2,2.0,1930.0,5285.0,"Ashton Bellevue Luxury Apartment Homes feature one-bedroom and two-bedroom apartments for rent in Bellevue, WA. Blocks from Interstate 405 and the Meydenbauer Center, Ashton Bellevue is steps from Ash"
53,12449473,/WA/Bellevue/TEN20/apartment/12449473,5,1020 108th Ave NE,Bellevue,WA,98004,1,47.6198547,-122.195919,f146bfd9-8fd6-402b-bea6-52a0ce604f98,2,2.0,1550.0,5054.0,"TEN20 features one and two-bedroom apartments and townhomes for rent in Bellevue, WA. Blocks from Interstate 405 and the Meydenbauer Center, TEN20 is near several parks and the boutique shopping and e"
54,2096714,/WA/Bellevue/City-Square-Bellevue/apartment/2096714,5,938 110th Ave NE,Bellevue,WA,98004,1,47.6184966,-122.193348,18acd6e1-b70f-4231-8d36-f1b6fbdd4e57,2,2.0,1195.0,3561.0,"At City Square Bellevue you're near everything Bellevue has to offer with quick access to major freeways, upscale shopping and dining, and walking distance to major employers. Our smoke-free community"
55,106835520,/WA/Bellevue/Venn-at-Main/apartment/106835520,5,10360 Main St,Bellevue,WA,98004,1,47.6107612,-122.2022074,2e41ec4b-651d-43b1-9e7d-6d8928917567,2,2.0,1374.0,4265.0,"Venn at Main Apartments is a stylish haven located at the intersection of timeless Old Bellevue and modern downtown. Contemporary details and finishes enhance our collection of studio, one-bedroom, to"
56,2083931,/WA/Bellevue/900-108th-Ave-NE-98004/apartment/2083931,5,900 108th Ave NE,Bellevue,WA,98004,1,47.6189859,-122.195893,961c07f3-f0b4-4a9c-b023-6c2dd2eaf972,2,2.0,1343.0,3500.0,"Experience luxurious downtown Bellevue living at the Limestone Court Apartments. These beautifully-designed, modern apartment homes incorporate sweeping aesthetics with premium amenities. Located just"
57,250963,/WA/Bellevue/9815-Vineyard-Crst-98004/home/250963,6,9815 Vineyard Crst,Bellevue,WA,98004,1,47.6190084,-122.2099403,c4220ea5-56e4-4540-8ba5-e5a55ad07102,4,2.5,2843.0,8200.0,"The landscaping service is included in the rent. Welcome to Vuecrest, the desirable Bellevue neighborhood. This gem is perched high in the neighborhood, affording you an unobstructed view of downtown."
58,2089458,/WA/Bellevue/AMLI-Bellevue-Park/apartment/2089458,5,10001 NE 1st St,Bellevue,WA,98004,1,47.6108111,-122.2064126,9d4a8a84-314e-4e2a-8ac2-8a8295680f57,2,2.0,,4045.0,"Have your pick of airy, spacious floor plans at our luxury apartments in Bellevue. Residents have two appliance packages to choose from, and in-unit laundry, European-style windows and our unrivaled c"
59,177359497,/WA/Bellevue/Elements-Apartments/apartment/177359497,5,989 111th Ave NE,Bellevue,WA,98004,1,47.6191,-122.1922,034836cf-8f77-42ee-9084-7762525f4cbb,2,2.0,1549.0,5213.0,"Elements Apartments boasts spacious studio, one-bedroom, and two-bedroom apartments for rent in Bellevue, WA. Perfectly located in downtown Bellevue, Elements Apartments is across the street from Over"
60,2063401,/WA/Bellevue/Lux/apartment/2063401,5,1000 100th Ave NE,Bellevue,WA,98004,1,47.6197812,-122.2065898,76773a40-e8e3-434f-9a9d-e58f0fcddfe3,1,1.0,881.0,3725.0,"Infused with modern sophistication, quartz counters, stainless steel appliances, private decks and the comforts of air conditioning and garage parking. Energize, interact and relax at the rooftop terr"
61,2086227,/WA/Bellevue/Tamasha-Apartments/apartment/2086227,5,410 102nd Ave SE,Bellevue,WA,98004,1,47.6059569,-122.2035821,e8c65d80-e0f2-4726-a99b-bb26e1905306,2,2.0,895.0,2590.0,
62,2090973,/WA/Bellevue/BellCentre/apartment/2090973,5,308 108th Ave NE,Bellevue,WA,98004,1,47.6126101,-122.194296,62513dbc-dc4c-4f61-85a8-bfaed4ea290b,2,2.0,1107.0,3349.0,"We offer Self-Guided Tours by Appointment Only. Embrace downtown living at its finest at BellCentre apartments in Bellevue, WA. Select from our studio, 1-, and 2-bedroom apartment homes to find one th"
63,2091385,/WA/Bellevue/Park-in-Bellevue/apartment/2091385,5,1515 Bellevue Way NE,Bellevue,WA,98004,1,47.623327,-122.203073,a85a1864-31e4-4fee-8486-485772dc62fc,2,2.0,1158.0,3645.0,The Park in Bellevue's newly renovated apartment homes present resplendent scenic views and surrounding greenery while keeping you walking distance from downtown Bellevue or just a quick drive over La
64,59704516,/WA/Bellevue/Soma-Towers/apartment/59704516,5,288 106th Ave NE,Bellevue,WA,98004,1,47.6127847,-122.1986835,99da2c26-6cda-4baa-b673-469539c63ba8,2,2.0,1050.0,4250.0,"Iconic architecture and smart design combine with motivated, savvy, and conscious planning to make Soma Towers downtown Bellevues most inspired apartment community to date. Inviting, innovative, and t"
65,191035967,/WA/Bellevue/125-100th-Ave-NE-98004/unit-175/apartment/191035967,5,125 100th Ave NE Unit 175,Bellevue,WA,98004,1,47.6119921,-122.2073519,fc75bae4-669e-42bd-821f-fe3f4ba67b21,3,3.5,2700.0,9500.0,"Welcome to Park Central in Downtown Bellevue! Our exquisite townhomes are located right on Downtown Bellevue Park and are walking distance to everything the city has to offer: Bel Square, Old Main, Li"
66,252192,/WA/Clyde-Hill/9026-NE-19th-St-98004/home/252192,6,9026 NE 19th St,Clyde Hill,WA,98004,1,47.6280023,-122.220169,c680d32f-fae6-48bc-b750-8fbfa18c0ff8,6,7.5,7555.0,18500.0,"Available 8/16. One of a kind rental, stunning home in coveted Mercia neighborhood w/sweeping W facing views of Lake WA, Seattle & Olympic mountains. Striking finishes w/modern elements & over 7,500 s"
67,2092718,/WA/Bellevue/417-Bellevue-Way-SE-98004/apartment/2092718,5,417 Bellevue Way SE,Bellevue,WA,98004,1,47.6066646,-122.2019107,d4f33268-ad9c-4ed3-9698-c0c066a4f8c3,2,1.0,1065.0,2500.0,
68,12449413,/WA/Bellevue/Belcarra/apartment/12449413,5,10688 NE 10th St,Bellevue,WA,98004,1,47.6196953,-122.1982694,e6ebd24f-3106-4925-bc8e-f9494b07ea13,2,2.0,1152.0,3282.0,"We offer Self-Guided Tours by Appointment Only. Welcome to Belcarra in Bellevue, WA, where tasteful living and a central locale intersect to offer the ultimate living experience. Our studio, 1-, and 2"
69,144500526,/WA/Bellevue/Brio-Apartments/apartment/144500526,5,11130 NE 10th St,Bellevue,WA,98004,1,47.619675,-122.1914362,bac68f5a-deee-40ee-9d7d-a42ddc4da49d,2,2.0,1151.0,4560.0,"Embrace individuality at Brio Apartments in Bellevue. Located in Bellevue, these stylish apartment homes offer remarkable views and distinct finishes in an outstanding location. Take advantage of the "
70,35625657,/WA/Bellevue/Sylva-on-Main/apartment/35625657,5,10701 Main St,Bellevue,WA,98004,1,47.6098241,-122.1978888,0d352e74-f815-47ec-b5a7-8d16cf3692a4,0,1.0,683.0,2884.0,"Part of the Your Tour, Your Way(tm) program. It's your apartment and you are welcome to tour in a way that makes you feel most at home. Whether you prefer to take a self-guided tour on your own, be ac"
71,2072502,/WA/Bellevue/425-Bellevue-Way-SE-98004/apartment/2072502,5,425 Bellevue Way SE,Bellevue,WA,98004,1,47.606165,-122.2016407,0bd0f553-3ae2-4906-92dd-25f24a096018,1,1.0,500.0,1595.0,"425 Apartments are located in downtown Bellevue, close to Bellevue Square Mall, Lincoln Center, Bellevue Park, Bellevue High School and vast entertainment and dining experiences. We offer controlled a"
72,191013044,/WA/Bellevue/136-107th-Ave-SE-98004/home/191013044,6,136 107th Ave SE,Bellevue,WA,98004,1,47.6088906,-122.1977195,43215bd0-a828-4b0e-9181-1406adb5b026,2,2.5,,4100.0,"Luxurious Bellevue Townhome with Double Car Garage and Rooftop Deck Experience modern living in this spacious and sophisticated townhome, ideally located in the heart of Bellevue. With an array of cus"
73,253941,/WA/Bellevue/640-100th-Ave-SE-98004/home/253941,6,640 100th Ave SE,Bellevue,WA,98004,1,47.6037991,-122.2064321,15033243-78af-433e-89fd-2d1aff475a97,4,3.0,4060.0,6000.0,"Unsurpassed luxury/location combined in 4060 sq ft of sleek, polished retreat w/ daylight basement w/ view of skyline in heart of Old Bellevue. This 4 bedroom 3 bath homes features a den, media room, "
74,190993009,/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-228/home/190993009,6,1085 103rd Ave NE Unit 228,Bellevue,WA,98004,1,47.6199682,-122.2033327,abebebe6-40d1-4ab9-9a79-4ab8da5c5df4,2,1.0,,900.0,
75,2075468,/WA/Bellevue/Ellington-at-Bellevue/apartment/2075468,5,11200 NE 11th St,Bellevue,WA,98004,1,47.6203195,-122.191366,44db5383-f021-4b35-802b-1533087f73ab,1,1.0,653.0,2642.0,"We offer Self-Guided Tours by Appointment Only. Luxury living awaits you at the Ellington at Bellevue apartments in Bellevue, WA.  Choose from our studio, 1-, or 2-bedroom floor plans in a combination"
76,2078843,/WA/Bellevue/Borgata-Apartment-Homes/apartment/2078843,5,37 103rd Ave NE,Bellevue,WA,98004,1,47.6111795,-122.2033283,f800880c-3a8f-4ccc-b619-888f3fea411d,1,1.0,685.0,2350.0,"The Borgata Apartment Homes boasts elegant studio, one bedroom, and two bedroom apartments with spectacular views of downtown Bellevue. The landmark building, coupled with an award-winning location, m"
